Housing type,Occupancy status,Income class,Heating energy,Energy performance,Income class owner,Stock buildings
Single-family,Homeowners,D6,Natural gas,F,D6,34459.28882
Multi-family,Social-housing,D7,Natural gas,F,D10,4163.376561
Single-family,Social-housing,D7,Natural gas,F,D10,873.2720311
Multi-family,Homeowners,D7,Natural gas,F,D7,9594.253982
Single-family,Homeowners,D7,Natural gas,F,D7,35095.5389
Multi-family,Social-housing,D8,Natural gas,F,D10,3173.625032
Single-family,Social-housing,D8,Natural gas,F,D10,648.7006948
Multi-family,Homeowners,D8,Natural gas,F,D8,11215.38909
Single-family,Homeowners,D8,Natural gas,F,D8,37202.83063
Multi-family,Social-housing,D9,Natural gas,F,D10,2789.517382
Single-family,Social-housing,D9,Natural gas,F,D10,321.9472529
Multi-family,Homeowners,D9,Natural gas,F,D9,14064.99784
Single-family,Homeowners,D9,Natural gas,F,D9,37185.99243
Multi-family,Social-housing,D10,Natural gas,F,D10,2118.033223
Single-family,Social-housing,D10,Natural gas,F,D10,125.7856399
Multi-family,Homeowners,D10,Natural gas,F,D10,22594.12693
Single-family,Homeowners,D10,Natural gas,F,D10,34014.02074
Multi-family,Social-housing,D1,Power,G,D10,8714.345651
Single-family,Social-housing,D1,Power,G,D10,1948.18318
Multi-family,Homeowners,D1,Power,G,D1,9309.862328
Single-family,Homeowners,D1,Power,G,D1,26315.09203
Multi-family,Social-housing,D2,Power,G,D10,6117.98179
Single-family,Social-housing,D2,Power,G,D10,2105.136518
Multi-family,Homeowners,D2,Power,G,D2,5645.538366
Single-family,Homeowners,D2,Power,G,D2,27859.21895
Multi-family,Social-housing,D3,Power,G,D10,4316.99048
Single-family,Social-housing,D3,Power,G,D10,1838.087442
Multi-family,Homeowners,D3,Power,G,D3,6431.35825
Single-family,Homeowners,D3,Power,G,D3,39842.39389
Multi-family,Social-housing,D4,Power,G,D10,3456.474773
Single-family,Social-housing,D4,Power,G,D10,1532.828658
Multi-family,Homeowners,D4,Power,G,D4,6834.086923
Single-family,Homeowners,D4,Power,G,D4,42599.09763
Multi-family,Social-housing,D5,Power,G,D10,2981.80279
Single-family,Social-housing,D5,Power,G,D10,1172.076461
Multi-family,Homeowners,D5,Power,G,D5,8006.179616
Single-family,Homeowners,D5,Power,G,D5,44213.89935
Multi-family,Social-housing,D6,Power,G,D10,2442.462008
Single-family,Social-housing,D6,Power,G,D10,840.0340693
Multi-family,Homeowners,D6,Power,G,D6,9066.658143
Single-family,Homeowners,D6,Power,G,D6,43663.47321
Multi-family,Social-housing,D7,Power,G,D10,2090.988608
Single-family,Social-housing,D7,Power,G,D10,648.042904
Multi-family,Homeowners,D7,Power,G,D7,10793.16151
Single-family,Homeowners,D7,Power,G,D7,42327.46065
Multi-family,Social-housing,D8,Power,G,D10,1593.083039
Single-family,Social-housing,D8,Power,G,D10,422.6513146
Multi-family,Homeowners,D8,Power,G,D8,12390.53644
Single-family,Homeowners,D8,Power,G,D8,41430.80153
Multi-family,Social-housing,D9,Power,G,D10,1517.84824
Single-family,Social-housing,D9,Power,G,D10,245.1628781
Multi-family,Homeowners,D9,Power,G,D9,15959.5019
Single-family,Homeowners,D9,Power,G,D9,39277.40291
Multi-family,Social-housing,D10,Power,G,D10,1411.400859
Single-family,Social-housing,D10,Power,G,D10,99.09286576
Multi-family,Homeowners,D10,Power,G,D10,32133.44958
Single-family,Homeowners,D10,Power,G,D10,30798.02456
Multi-family,Social-housing,D1,Natural gas,G,D10,3191.75546
Single-family,Social-housing,D1,Natural gas,G,D10,172.7249776
Multi-family,Homeowners,D1,Natural gas,G,D1,1098.445667
Single-family,Homeowners,D1,Natural gas,G,D1,1480.226918
Multi-family,Social-housing,D2,Natural gas,G,D10,2676.332862
Single-family,Social-housing,D2,Natural gas,G,D10,235.0092082
Multi-family,Homeowners,D2,Natural gas,G,D2,1102.358821
Single-family,Homeowners,D2,Natural gas,G,D2,2491.782892
Multi-family,Social-housing,D3,Natural gas,G,D10,1766.447244
Single-family,Social-housing,D3,Natural gas,G,D10,224.5883341
Multi-family,Homeowners,D3,Natural gas,G,D3,1235.620609
Single-family,Homeowners,D3,Natural gas,G,D3,3793.983459
Multi-family,Social-housing,D4,Natural gas,G,D10,1525.076529
Single-family,Social-housing,D4,Natural gas,G,D10,167.6527548
Multi-family,Homeowners,D4,Natural gas,G,D4,1425.332495
Single-family,Homeowners,D4,Natural gas,G,D4,4650.746325
Multi-family,Social-housing,D5,Natural gas,G,D10,1225.004579
Single-family,Social-housing,D5,Natural gas,G,D10,123.522811
Multi-family,Homeowners,D5,Natural gas,G,D5,1480.486827
Single-family,Homeowners,D5,Natural gas,G,D5,5293.28737
Multi-family,Social-housing,D6,Natural gas,G,D10,844.6857764
Single-family,Social-housing,D6,Natural gas,G,D10,81.64600587
Multi-family,Homeowners,D6,Natural gas,G,D6,1613.510433
Single-family,Homeowners,D6,Natural gas,G,D6,5453.335422
Multi-family,Social-housing,D7,Natural gas,G,D10,842.6212893
Single-family,Social-housing,D7,Natural gas,G,D10,61.86422551
Multi-family,Homeowners,D7,Natural gas,G,D7,1800.560832
Single-family,Homeowners,D7,Natural gas,G,D7,5588.277218
Multi-family,Social-housing,D8,Natural gas,G,D10,638.8628757
Single-family,Social-housing,D8,Natural gas,G,D10,44.67764601
Multi-family,Homeowners,D8,Natural gas,G,D8,2099.043109
Single-family,Homeowners,D8,Natural gas,G,D8,5733.987541
Multi-family,Social-housing,D9,Natural gas,G,D10,588.4106581
Single-family,Social-housing,D9,Natural gas,G,D10,22.58916488
Multi-family,Homeowners,D9,Natural gas,G,D9,2685.951704
Single-family,Homeowners,D9,Natural gas,G,D9,5489.262423
Multi-family,Social-housing,D10,Natural gas,G,D10,513.3365298
Single-family,Social-housing,D10,Natural gas,G,D10,7.341262163
Multi-family,Homeowners,D10,Natural gas,G,D10,4352.329162
Single-family,Homeowners,D10,Natural gas,G,D10,4483.516424
Multi-family,Social-housing,D1,Oil fuel,A,D10,273.32316774515397
Multi-family,Social-housing,D1,Wood fuel,A,D10,23.925378857246546
Single-family,Social-housing,D1,Oil fuel,A,D10,45.52722903723736
Single-family,Social-housing,D1,Wood fuel,A,D10,19.01400798753909
Multi-family,Homeowners,D1,Oil fuel,A,D1,47.83749719015598
Multi-family,Homeowners,D1,Wood fuel,A,D1,4.187461506827357
Single-family,Homeowners,D1,Oil fuel,A,D1,842.3684411975726
Single-family,Homeowners,D1,Wood fuel,A,D1,351.8070527921023
Multi-family,Social-housing,D2,Oil fuel,A,D10,295.914763895855
Multi-family,Social-housing,D2,Wood fuel,A,D10,25.90293714970497
Single-family,Social-housing,D2,Oil fuel,A,D10,46.83530362476791
Single-family,Social-housing,D2,Wood fuel,A,D10,19.560312719488838
Multi-family,Homeowners,D2,Oil fuel,A,D2,44.23332972988565
Multi-family,Homeowners,D2,Wood fuel,A,D2,3.871970241804666
Single-family,Homeowners,D2,Oil fuel,A,D2,970.8166142253968
Single-family,Homeowners,D2,Wood fuel,A,D2,405.45219306493226
Multi-family,Social-housing,D3,Oil fuel,A,D10,187.81920024185797
Multi-family,Social-housing,D3,Wood fuel,A,D10,16.440777997426736
Single-family,Social-housing,D3,Oil fuel,A,D10,44.778457902952724
Single-family,Social-housing,D3,Wood fuel,A,D10,18.701290947007543
Multi-family,Homeowners,D3,Oil fuel,A,D3,45.702347373613485
Multi-family,Homeowners,D3,Wood fuel,A,D3,4.000560891342794
Single-family,Homeowners,D3,Oil fuel,A,D3,1303.211990783548
Single-family,Homeowners,D3,Wood fuel,A,D3,544.2739153298298
Multi-family,Social-housing,D4,Oil fuel,A,D10,147.79683415150987
Multi-family,Social-housing,D4,Wood fuel,A,D10,12.937415002717799
Single-family,Social-housing,D4,Oil fuel,A,D10,36.16344725821395
Single-family,Social-housing,D4,Wood fuel,A,D10,15.103314863775722
Multi-family,Homeowners,D4,Oil fuel,A,D4,39.468652030861634
Multi-family,Homeowners,D4,Wood fuel,A,D4,3.4548935628598585
Single-family,Homeowners,D4,Oil fuel,A,D4,1536.3100489972787
Single-family,Homeowners,D4,Wood fuel,A,D4,641.6250705501625
Multi-family,Social-housing,D5,Oil fuel,A,D10,126.48950289787093
Multi-family,Social-housing,D5,Wood fuel,A,D10,11.072275004210665
Single-family,Social-housing,D5,Oil fuel,A,D10,24.271113577341694
Single-family,Social-housing,D5,Wood fuel,A,D10,10.136596432183108
Multi-family,Homeowners,D5,Oil fuel,A,D5,36.493695217854295
Multi-family,Homeowners,D5,Wood fuel,A,D5,3.194480333266703
Single-family,Homeowners,D5,Oil fuel,A,D5,1887.1307403319977
Single-family,Homeowners,D5,Wood fuel,A,D5,788.1419477749203
Multi-family,Social-housing,D6,Oil fuel,A,D10,120.05168032605661
Multi-family,Social-housing,D6,Wood fuel,A,D10,10.508739372317192
Single-family,Social-housing,D6,Oil fuel,A,D10,14.592019375537442
Single-family,Social-housing,D6,Wood fuel,A,D10,6.094216116993669
Multi-family,Homeowners,D6,Oil fuel,A,D6,40.29290304390411
Multi-family,Homeowners,D6,Wood fuel,A,D6,3.5270444819465934
Single-family,Homeowners,D6,Oil fuel,A,D6,1896.3292445566306
Single-family,Homeowners,D6,Wood fuel,A,D6,791.9836143225929
Multi-family,Social-housing,D7,Oil fuel,A,D10,76.53017355243871
Multi-family,Social-housing,D7,Wood fuel,A,D10,6.699078645101023
Single-family,Social-housing,D7,Oil fuel,A,D10,8.65822308213767
Single-family,Social-housing,D7,Wood fuel,A,D10,3.616023340823353
Multi-family,Homeowners,D7,Oil fuel,A,D7,49.47030793421899
Multi-family,Homeowners,D7,Wood fuel,A,D7,4.330389806598545
Single-family,Homeowners,D7,Oil fuel,A,D7,2182.049383989359
Single-family,Homeowners,D7,Wood fuel,A,D7,911.311874097226
Multi-family,Social-housing,D8,Oil fuel,A,D10,75.5008793126477
Multi-family,Social-housing,D8,Wood fuel,A,D10,6.60897924062777
Single-family,Social-housing,D8,Oil fuel,A,D10,4.708386999437326
Single-family,Social-housing,D8,Wood fuel,A,D10,1.9664124065732733
Multi-family,Homeowners,D8,Oil fuel,A,D8,59.99476689250658
Multi-family,Homeowners,D8,Wood fuel,A,D8,5.251649683402521
Single-family,Homeowners,D8,Oil fuel,A,D8,2223.9340280259835
Single-family,Homeowners,D8,Wood fuel,A,D8,928.8045916007716
Multi-family,Social-housing,D9,Oil fuel,A,D10,63.38389168215706
Multi-family,Social-housing,D9,Wood fuel,A,D10,5.548317160425466
Single-family,Social-housing,D9,Oil fuel,A,D10,3.412416133600519
Single-family,Social-housing,D9,Wood fuel,A,D10,1.4251626772193455
Multi-family,Homeowners,D9,Oil fuel,A,D9,61.079723745778125
Multi-family,Homeowners,D9,Wood fuel,A,D9,5.346621521949669
Single-family,Homeowners,D9,Oil fuel,A,D9,2122.7280962752643
Single-family,Homeowners,D9,Wood fuel,A,D9,886.5369105802425
Multi-family,Social-housing,D10,Oil fuel,A,D10,35.54000217212908
Multi-family,Social-housing,D10,Wood fuel,A,D10,3.110998689098975
Single-family,Social-housing,D10,Oil fuel,A,D10,2.2306955661016077
Single-family,Social-housing,D10,Wood fuel,A,D10,0.9316284827467233
Multi-family,Homeowners,D10,Oil fuel,A,D10,76.27998495413436
Multi-family,Homeowners,D10,Wood fuel,A,D10,6.6771783537734475
Single-family,Homeowners,D10,Oil fuel,A,D10,2061.8541753534164
Single-family,Homeowners,D10,Wood fuel,A,D10,861.1135047829309
Multi-family,Social-housing,D1,Oil fuel,B,D10,2097.077585790795
Multi-family,Social-housing,D1,Wood fuel,B,D10,183.56795783907452
Single-family,Social-housing,D1,Oil fuel,B,D10,261.2425921783096
Single-family,Social-housing,D1,Wood fuel,B,D10,109.10544830876918
Multi-family,Homeowners,D1,Oil fuel,B,D1,115.102174673432
Multi-family,Homeowners,D1,Wood fuel,B,D1,10.075483754536775
Single-family,Homeowners,D1,Oil fuel,B,D1,2777.699455441145
Single-family,Homeowners,D1,Wood fuel,B,D1,1160.0793799583678
Multi-family,Social-housing,D2,Oil fuel,B,D10,2272.9812850150756
Multi-family,Social-housing,D2,Wood fuel,B,D10,198.96571091303318
Single-family,Social-housing,D2,Oil fuel,B,D10,362.0102765718719
Single-family,Social-housing,D2,Wood fuel,B,D10,151.19009954853362
Multi-family,Homeowners,D2,Oil fuel,B,D2,199.11284134352775
Multi-family,Homeowners,D2,Wood fuel,B,D2,17.429368332685687
Single-family,Homeowners,D2,Oil fuel,B,D2,4452.233935810287
Single-family,Homeowners,D2,Wood fuel,B,D2,1859.4325507631718
Multi-family,Social-housing,D3,Oil fuel,B,D10,1647.601703642105
Multi-family,Social-housing,D3,Wood fuel,B,D10,144.22302833193004
Single-family,Social-housing,D3,Oil fuel,B,D10,317.3888433866386
Single-family,Social-housing,D3,Wood fuel,B,D10,132.55438845999973
Multi-family,Homeowners,D3,Oil fuel,B,D3,257.57938515652035
Multi-family,Homeowners,D3,Wood fuel,B,D3,22.547244811067213
Single-family,Homeowners,D3,Oil fuel,B,D3,6278.726075010071
Single-family,Homeowners,D3,Wood fuel,B,D3,2622.2493717806947
Multi-family,Social-housing,D4,Oil fuel,B,D10,1430.7904201954486
Multi-family,Social-housing,D4,Wood fuel,B,D10,125.24442457952607
Single-family,Social-housing,D4,Oil fuel,B,D10,254.25122898317352
Single-family,Social-housing,D4,Wood fuel,B,D10,106.18557291887063
Multi-family,Homeowners,D4,Oil fuel,B,D4,297.0958687056054
Multi-family,Homeowners,D4,Wood fuel,B,D4,26.006325312064273
Single-family,Homeowners,D4,Oil fuel,B,D4,7962.926075254015
Single-family,Homeowners,D4,Wood fuel,B,D4,3325.6392537139723
Multi-family,Social-housing,D5,Oil fuel,B,D10,1148.9074581455363
Multi-family,Social-housing,D5,Wood fuel,B,D10,100.56976302015455
Single-family,Social-housing,D5,Oil fuel,B,D10,204.47948890261526
Single-family,Social-housing,D5,Wood fuel,B,D10,85.39888584262856
Multi-family,Homeowners,D5,Oil fuel,B,D5,352.13899022661093
Multi-family,Homeowners,D5,Wood fuel,B,D5,30.82453207711764
Single-family,Homeowners,D5,Oil fuel,B,D5,10118.013191754479
Single-family,Homeowners,D5,Wood fuel,B,D5,4225.690596910521
Multi-family,Social-housing,D6,Oil fuel,B,D10,899.4593587738246
Multi-family,Social-housing,D6,Wood fuel,B,D10,78.73429136246847
Single-family,Social-housing,D6,Oil fuel,B,D10,110.31473520504886
Single-family,Social-housing,D6,Wood fuel,B,D10,46.07188490686449
Multi-family,Homeowners,D6,Oil fuel,B,D6,488.4641804676324
Multi-family,Homeowners,D6,Wood fuel,B,D6,42.75777524567256
Single-family,Homeowners,D6,Oil fuel,B,D6,11252.017308086944
Single-family,Homeowners,D6,Wood fuel,B,D6,4699.296475893665
Multi-family,Social-housing,D7,Oil fuel,B,D10,732.3667344154339
Multi-family,Social-housing,D7,Wood fuel,B,D10,64.10781686706976
Single-family,Social-housing,D7,Oil fuel,B,D10,96.25572966424983
Single-family,Social-housing,D7,Wood fuel,B,D10,40.200276875746106
Multi-family,Homeowners,D7,Oil fuel,B,D7,547.5240426568023
Multi-family,Homeowners,D7,Wood fuel,B,D7,47.92758792488959
Single-family,Homeowners,D7,Oil fuel,B,D7,12386.295553420685
Single-family,Homeowners,D7,Wood fuel,B,D7,5173.016842209557
Multi-family,Social-housing,D8,Oil fuel,B,D10,546.7879145308119
Multi-family,Social-housing,D8,Wood fuel,B,D10,47.86315085412428
Single-family,Social-housing,D8,Oil fuel,B,D10,49.02247438070224
Single-family,Social-housing,D8,Wood fuel,B,D10,20.473763485170906
Multi-family,Homeowners,D8,Oil fuel,B,D8,721.8197117143134
Multi-family,Homeowners,D8,Wood fuel,B,D8,63.1845818701171
Single-family,Homeowners,D8,Oil fuel,B,D8,12456.80404480881
Single-family,Homeowners,D8,Wood fuel,B,D8,5202.464033413453
Multi-family,Social-housing,D9,Oil fuel,B,D10,395.89912885084925
Multi-family,Social-housing,D9,Wood fuel,B,D10,34.65508147425741
Single-family,Social-housing,D9,Oil fuel,B,D10,35.585351857067394
Single-family,Social-housing,D9,Wood fuel,B,D10,14.861878896610452
Multi-family,Homeowners,D9,Oil fuel,B,D9,847.1687262573175
Multi-family,Homeowners,D9,Wood fuel,B,D9,74.15702407860256
Single-family,Homeowners,D9,Oil fuel,B,D9,12594.276756724314
Single-family,Homeowners,D9,Wood fuel,B,D9,5259.878185289292
Multi-family,Social-housing,D10,Oil fuel,B,D10,185.51384050798555
Multi-family,Social-housing,D10,Wood fuel,B,D10,16.238978034803125
Single-family,Social-housing,D10,Oil fuel,B,D10,21.810462779343467
Single-family,Social-housing,D10,Wood fuel,B,D10,9.10892936530726
Multi-family,Homeowners,D10,Oil fuel,B,D10,1133.3058112149217
Multi-family,Homeowners,D10,Wood fuel,B,D10,99.2040708371926
Single-family,Homeowners,D10,Oil fuel,B,D10,11967.729931909435
Single-family,Homeowners,D10,Wood fuel,B,D10,4998.206948459714
Multi-family,Social-housing,D1,Oil fuel,C,D10,13816.883071282635
Multi-family,Social-housing,D1,Wood fuel,C,D10,1209.4626475825862
Single-family,Social-housing,D1,Oil fuel,C,D10,398.4055719886428
Single-family,Social-housing,D1,Wood fuel,C,D10,166.39024355899633
Multi-family,Homeowners,D1,Oil fuel,C,D1,882.0486390399556
Multi-family,Homeowners,D1,Wood fuel,C,D1,77.21024175757529
Single-family,Homeowners,D1,Oil fuel,C,D1,13109.760149092053
Single-family,Homeowners,D1,Wood fuel,C,D1,5475.1648510318355
Multi-family,Social-housing,D2,Oil fuel,C,D10,13551.165259899994
Multi-family,Social-housing,D2,Wood fuel,C,D10,1186.2030045786837
Single-family,Social-housing,D2,Oil fuel,C,D10,527.8237581197403
Single-family,Social-housing,D2,Wood fuel,C,D10,220.4405004462938
Multi-family,Homeowners,D2,Oil fuel,C,D2,1260.9455772758354
Multi-family,Homeowners,D2,Wood fuel,C,D2,110.37703427622704
Single-family,Homeowners,D2,Oil fuel,C,D2,18970.953648686303
Single-family,Homeowners,D2,Wood fuel,C,D2,7923.035770798226
Multi-family,Social-housing,D3,Oil fuel,C,D10,9052.28205993584
Multi-family,Social-housing,D3,Wood fuel,C,D10,792.392681503528
Single-family,Social-housing,D3,Oil fuel,C,D10,447.236628115443
Single-family,Social-housing,D3,Wood fuel,C,D10,186.7840630571155
Multi-family,Homeowners,D3,Oil fuel,C,D3,1536.4684338395457
Multi-family,Homeowners,D3,Wood fuel,C,D3,134.49496317885092
Single-family,Homeowners,D3,Oil fuel,C,D3,28528.2349205242
Single-family,Homeowners,D3,Wood fuel,C,D3,11914.542090966543
Multi-family,Social-housing,D4,Oil fuel,C,D10,7800.677499821537
Multi-family,Social-housing,D4,Wood fuel,C,D10,682.8333143732857
Single-family,Social-housing,D4,Oil fuel,C,D10,381.0101174739248
Single-family,Social-housing,D4,Wood fuel,C,D10,159.12519980201324
Multi-family,Homeowners,D4,Oil fuel,C,D4,1823.4169523689363
Multi-family,Homeowners,D4,Wood fuel,C,D4,159.61303888014874
Single-family,Homeowners,D4,Oil fuel,C,D4,33606.31141563406
Single-family,Homeowners,D4,Wood fuel,C,D4,14035.351748861165
Multi-family,Social-housing,D5,Oil fuel,C,D10,6255.751369508918
Multi-family,Social-housing,D5,Wood fuel,C,D10,547.5980056392182
Single-family,Social-housing,D5,Oil fuel,C,D10,290.18071912349546
Single-family,Social-housing,D5,Wood fuel,C,D10,121.19117784943907
Multi-family,Homeowners,D5,Oil fuel,C,D5,2114.698883095221
Multi-family,Homeowners,D5,Wood fuel,C,D5,185.11044037885563
Single-family,Homeowners,D5,Oil fuel,C,D5,37798.902925837494
Single-family,Homeowners,D5,Wood fuel,C,D5,15786.34714544667
Multi-family,Social-housing,D6,Oil fuel,C,D10,4901.563457376107
Multi-family,Social-housing,D6,Wood fuel,C,D10,429.0589915155037
Single-family,Social-housing,D6,Oil fuel,C,D10,204.32996075189374
Single-family,Social-housing,D6,Wood fuel,C,D10,85.33643685303916
Multi-family,Homeowners,D6,Oil fuel,C,D6,2500.2432564050305
Multi-family,Homeowners,D6,Wood fuel,C,D6,218.8591169868979
Single-family,Homeowners,D6,Oil fuel,C,D6,41738.45758253727
Single-family,Homeowners,D6,Wood fuel,C,D6,17431.66414131675
Multi-family,Social-housing,D7,Oil fuel,C,D10,4027.5394604718217
Multi-family,Social-housing,D7,Wood fuel,C,D10,352.5511878456822
Single-family,Social-housing,D7,Oil fuel,C,D10,154.6064455885849
Single-family,Social-housing,D7,Wood fuel,C,D10,64.56989044824074
Multi-family,Homeowners,D7,Oil fuel,C,D7,2868.340098910796
Multi-family,Homeowners,D7,Wood fuel,C,D7,251.08052172825572
Single-family,Homeowners,D7,Oil fuel,C,D7,45123.902133694086
